attempt_key,promoted_at,run_jsonl_path,output_dir,task_id,run_index,label,notes,headline
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1041_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl::1041::2,2026-04-01T22:42:24.255629+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1041_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1041_3x_medium_localworkspace_v3_20260401,1041,2,legal_task1041_medium_localworkspace_v3,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1041_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl::1041::3,2026-04-01T22:42:24.255679+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1041_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1041_3x_medium_localworkspace_v3_20260401,1041,3,legal_task1041_medium_localworkspace_v3,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1230_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl::1230::1,2026-04-01T22:42:28.587936+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1230_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1230_3x_medium_localworkspace_v3_20260401,1230,1,legal_task1230_medium_localworkspace_v3,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1230_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl::1230::2,2026-04-01T22:42:28.588007+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1230_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1230_3x_medium_localworkspace_v3_20260401,1230,2,legal_task1230_medium_localworkspace_v3,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1230_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl::1230::3,2026-04-01T22:42:28.588056+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1230_3x_medium_localworkspace_v3_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1230_3x_medium_localworkspace_v3_20260401,1230,3,legal_task1230_medium_localworkspace_v3,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1041_3x_xhigh_rerun_after_daytona_fix_20260401/raw_runs.jsonl::1041::1,2026-04-02T02:54:10.108212+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1041_3x_xhigh_rerun_after_daytona_fix_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1041_3x_xhigh_rerun_after_daytona_fix_20260401,1041,1,legal_task1041_xhigh_rerun_after_daytona_fix_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1041_3x_xhigh_rerun_after_daytona_fix_20260401/raw_runs.jsonl::1041::2,2026-04-02T02:54:10.108317+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1041_3x_xhigh_rerun_after_daytona_fix_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1041_3x_xhigh_rerun_after_daytona_fix_20260401,1041,2,legal_task1041_xhigh_rerun_after_daytona_fix_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1041_3x_xhigh_rerun_after_daytona_fix_20260401/raw_runs.jsonl::1041::3,2026-04-02T02:54:10.108386+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1041_3x_xhigh_rerun_after_daytona_fix_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_task1041_3x_xhigh_rerun_after_daytona_fix_20260401,1041,3,legal_task1041_xhigh_rerun_after_daytona_fix_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl::1226::1,2026-04-02T05:52:55.239353+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401,1226,1,legal_next3_medium_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl::1226::2,2026-04-02T05:52:55.239433+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401,1226,2,legal_next3_medium_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl::1226::3,2026-04-02T05:52:55.239484+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401,1226,3,legal_next3_medium_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl::1371::1,2026-04-02T05:52:55.239534+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401,1371,1,legal_next3_medium_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl::1371::2,2026-04-02T05:52:55.239582+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401,1371,2,legal_next3_medium_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl::1371::3,2026-04-02T05:52:55.239627+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401,1371,3,legal_next3_medium_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl::1031::1,2026-04-02T05:52:55.239690+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401,1031,1,legal_next3_medium_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl::1031::2,2026-04-02T05:52:55.239739+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401,1031,2,legal_next3_medium_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl::1031::3,2026-04-02T05:52:55.239783+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_medium_20260401,1031,3,legal_next3_medium_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl::1226::1,2026-04-02T05:52:55.244427+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401,1226,1,legal_next3_xhigh_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl::1226::2,2026-04-02T05:52:55.244547+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401,1226,2,legal_next3_xhigh_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl::1226::3,2026-04-02T05:52:55.244630+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401,1226,3,legal_next3_xhigh_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl::1371::1,2026-04-02T05:52:55.244704+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401,1371,1,legal_next3_xhigh_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl::1371::2,2026-04-02T05:52:55.244783+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401,1371,2,legal_next3_xhigh_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl::1371::3,2026-04-02T05:52:55.244893+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401,1371,3,legal_next3_xhigh_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl::1031::1,2026-04-02T05:52:55.244981+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401,1031,1,legal_next3_xhigh_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl::1031::2,2026-04-02T05:52:55.245067+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401,1031,2,legal_next3_xhigh_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl::1031::3,2026-04-02T05:52:55.245152+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next3_3x_xhigh_20260401,1031,3,legal_next3_xhigh_20260401,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::845::1,2026-04-07T20:33:03.564427+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,845,1,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::845::2,2026-04-07T20:33:03.564499+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,845,2,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::845::3,2026-04-07T20:33:03.564542+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,845,3,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::942::1,2026-04-07T20:33:03.564583+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,942,1,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::942::2,2026-04-07T20:33:03.564622+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,942,2,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::942::3,2026-04-07T20:33:03.564661+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,942,3,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1022::1,2026-04-07T20:33:03.564702+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1022,1,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1022::2,2026-04-07T20:33:03.564742+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1022,2,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1022::3,2026-04-07T20:33:03.564780+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1022,3,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1078::1,2026-04-07T20:33:03.564821+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1078,1,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1078::2,2026-04-07T20:33:03.564863+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1078,2,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1078::3,2026-04-07T20:33:03.564903+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1078,3,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1148::1,2026-04-07T20:33:03.564942+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1148,1,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1148::2,2026-04-07T20:33:03.564980+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1148,2,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1148::3,2026-04-07T20:33:03.565017+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1148,3,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1167::1,2026-04-07T20:33:03.565054+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1167,1,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1167::2,2026-04-07T20:33:03.565090+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1167,2,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1167::3,2026-04-07T20:33:03.565127+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1167,3,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1184::1,2026-04-07T20:33:03.565164+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1184,1,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1184::2,2026-04-07T20:33:03.565203+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1184,2,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1184::3,2026-04-07T20:33:03.565241+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1184,3,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1189::1,2026-04-07T20:33:03.565280+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1189,1,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1189::2,2026-04-07T20:33:03.565317+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1189,2,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1189::3,2026-04-07T20:33:03.565353+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1189,3,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1246::1,2026-04-07T20:33:03.565390+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1246,1,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1246::2,2026-04-07T20:33:03.565426+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1246,2,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1246::3,2026-04-07T20:33:03.565463+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1246,3,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1318::1,2026-04-07T20:33:03.565500+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1318,1,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1318::2,2026-04-07T20:33:03.565537+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1318,2,legal_next10_xhigh_20260406,,False
/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl::1318::3,2026-04-07T20:33:03.565574+00:00,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406/raw_runs.jsonl,/home/connor/projects/economic-evals/outputs/openai_daytona_legal_next10_3x_xhigh_20260406,1318,3,legal_next10_xhigh_20260406,,False
